ligand_file_name,ligand_SMILES,ligand_stoichiometry,ligand_number_of_atoms,ligand_charge,ligand_multiplicity,ligand_convergence_criteria,ligand_dipole,ligand_molar_mass,ligand_molar_volume,ligand_electronic_spatial_extent,ligand_homo_energy,ligand_lumo_energy,ligand_electronegativity,ligand_hardness,ligand_electrophilicity,ligand_E_scf,ligand_zero_point_correction,ligand_E_thermal_correction,ligand_H_thermal_correction,ligand_G_thermal_correction,ligand_E_zpe,ligand_E,ligand_H,ligand_G,ligand_ES_root_dipole,ligand_ES_root_molar_volume,ligand_ES_root_electronic_spatial_extent,ligand_ES1_transition,ligand_ES1_osc_strength,ligand_ES1_<S**2>,ligand_ES2_transition,ligand_ES2_osc_strength,ligand_ES2_<S**2>,ligand_ES3_transition,ligand_ES3_osc_strength,ligand_ES3_<S**2>,ligand_ES4_transition,ligand_ES4_osc_strength,ligand_ES4_<S**2>,ligand_ES5_transition,ligand_ES5_osc_strength,ligand_ES5_<S**2>,ligand_ES6_transition,ligand_ES6_osc_strength,ligand_ES6_<S**2>,ligand_ES7_transition,ligand_ES7_osc_strength,ligand_ES7_<S**2>,ligand_ES8_transition,ligand_ES8_osc_strength,ligand_ES8_<S**2>,ligand_ES9_transition,ligand_ES9_osc_strength,ligand_ES9_<S**2>,ligand_ES10_transition,ligand_ES10_osc_strength,ligand_ES10_<S**2>,ligand_c_min_atom_number,ligand_c_min_atom,ligand_c_min_atom=N,ligand_c_min_atom=C,ligand_c_min_atom=O,ligand_c_min_Mulliken_charge,ligand_c_min_APT_charge,ligand_c_min_NPA_charge,ligand_c_min_NPA_core,ligand_c_min_NPA_valence,ligand_c_min_NPA_Rydberg,ligand_c_min_NPA_total,ligand_c_min_NMR_shift,ligand_c_min_NMR_anisotropy,ligand_c_min_ES_root_Mulliken_charge,ligand_c_min_ES_root_NPA_charge,ligand_c_min_ES_root_NPA_core,ligand_c_min_ES_root_NPA_valence,ligand_c_min_ES_root_NPA_Rydberg,ligand_c_min_ES_root_NPA_total,ligand_c_min+1_atom_number,ligand_c_min+1_atom,ligand_c_min+1_atom=C,ligand_c_min+1_atom=O,ligand_c_min+1_Mulliken_charge,ligand_c_min+1_APT_charge,ligand_c_min+1_NPA_charge,ligand_c_min+1_NPA_core,ligand_c_min+1_NPA_valence,ligand_c_min+1_NPA_Rydberg,ligand_c_min+1_NPA_total,ligand_c_min+1_NMR_shift,ligand_c_min+1_NMR_anisotropy,ligand_c_min+1_ES_root_Mulliken_charge,ligand_c_min+1_ES_root_NPA_charge,ligand_c_min+1_ES_root_NPA_core,ligand_c_min+1_ES_root_NPA_valence,ligand_c_min+1_ES_root_NPA_Rydberg,ligand_c_min+1_ES_root_NPA_total,ligand_c_max_atom_number,ligand_c_max_atom,ligand_c_max_atom=P,ligand_c_max_Mulliken_charge,ligand_c_max_APT_charge,ligand_c_max_NPA_charge,ligand_c_max_NPA_core,ligand_c_max_NPA_valence,ligand_c_max_NPA_Rydberg,ligand_c_max_NPA_total,ligand_c_max_NMR_shift,ligand_c_max_NMR_anisotropy,ligand_c_max_ES_root_Mulliken_charge,ligand_c_max_ES_root_NPA_charge,ligand_c_max_ES_root_NPA_core,ligand_c_max_ES_root_NPA_valence,ligand_c_max_ES_root_NPA_Rydberg,ligand_c_max_ES_root_NPA_total,ligand_c_max-1_atom_number,ligand_c_max-1_atom,ligand_c_max-1_atom=C,ligand_c_max-1_atom=H,ligand_c_max-1_atom=P,ligand_c_max-1_Mulliken_charge,ligand_c_max-1_APT_charge,ligand_c_max-1_NPA_charge,ligand_c_max-1_NPA_core,ligand_c_max-1_NPA_valence,ligand_c_max-1_NPA_Rydberg,ligand_c_max-1_NPA_total,ligand_c_max-1_NMR_shift,ligand_c_max-1_NMR_anisotropy,ligand_c_max-1_ES_root_Mulliken_charge,ligand_c_max-1_ES_root_NPA_charge,ligand_c_max-1_ES_root_NPA_core,ligand_c_max-1_ES_root_NPA_valence,ligand_c_max-1_ES_root_NPA_Rydberg,ligand_c_max-1_ES_root_NPA_total,ligand_c_min_%VBur,ligand_c_min+1_%VBur,ligand_c_max_%VBur,ligand_c_max-1_%VBur
P(Cy)3-6,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,met,1.1315,280.4325,2597.831,6169.0432,-0.20097,0.0496,0.075685,0.125285,0.125285,-1047.14978493,0.486449,0.505677,0.506621,0.439292,-1046.663336,-1046.644108,-1046.643164,-1046.710493,1.5202,2340.903,6172.5192,208.39,0.0864,0.000,198.70,0.0404,0.000,183.14,0.0644,0.000,176.19,0.0074,0.000,171.06,0.0168,0.000,169.12,0.0089,0.000,165.27,0.0048,0.000,159.58,0.0230,0.000,159.10,0.0017,0.000,155.14,0.0030,0.000,9,C,0,1,0,-0.266459,-0.057544,-0.54518,1.99924,4.53115,0.01480,6.54518,155.6036,15.7181,-0.239327,-0.51876,1.99916,4.50241,0.01719,6.51876,2,C,1,0,-0.301060,-0.020646,-0.54242,1.99919,4.52645,0.01677,6.54242,152.9947,22.7389,-0.276057,-0.62298,1.99916,4.59828,0.02554,6.62298,1,P,1,0.400938,0.322332,0.79244,9.99871,4.17475,0.03410,14.20756,345.7085,64.1001,0.325163,0.93601,9.99779,3.97781,0.08839,14.06399,45,H,0,1,0,0.154640,-0.018938,0.23840,0.00000,0.76025,0.00135,0.76160,30.0670,5.0826,0.146329,0.23204,0.00000,0.76634,0.00163,0.76796,0.8026705787251878,0.7947067453070267,0.8193467261459237,0.5048651237986886
P(Cy)3-9,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,met,1.1472,280.4325,3079.534,6142.8036,-0.20161,0.05386,0.07387500000000001,0.12773500000000002,0.12773500000000002,-1047.15423921,0.486417,0.505557,0.506501,0.439796,-1046.667822,-1046.648683,-1046.647738,-1046.714443,1.3823,2749.584,6146.9211,204.37,0.0712,0.000,197.64,0.0956,0.000,188.37,0.0094,0.000,176.98,0.0244,0.000,169.47,0.0132,0.000,168.65,0.0081,0.000,164.44,0.0075,0.000,158.02,0.0027,0.000,157.06,0.0018,0.000,153.84,0.0047,0.000,9,C,0,1,0,-0.298145,-0.040887,-0.54797,1.99920,4.53304,0.01574,6.54797,157.8767,15.7067,-0.245974,-0.60803,1.99915,4.58528,0.02361,6.60803,2,C,1,0,-0.281968,-0.030874,-0.53633,1.99924,4.52183,0.01527,6.53633,152.6211,19.6174,-0.282499,-0.60089,1.99920,4.57696,0.02473,6.60089,1,P,1,0.392537,0.320302,0.79842,9.99870,4.16872,0.03416,14.20158,354.7745,83.7533,0.324271,0.97719,9.99776,3.93495,0.09010,14.02281,29,H,0,1,0,0.155069,-0.017630,0.23841,0.00000,0.76026,0.00133,0.76159,29.9980,5.0383,0.140237,0.22724,0.00000,0.77119,0.00157,0.77276,0.8102751414628304,0.813927726714769,0.8232088859614981,0.5129786533337325
P(Cy)3-10,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,met,1.0986,280.4325,2687.358,6092.8977,-0.2008,0.04784,0.07648,0.12432,0.12432,-1047.15040651,0.486683,0.505703,0.506648,0.440351,-1046.663723,-1046.644703,-1046.643759,-1046.710055,1.3571,3067.388,6096.6928,210.77,0.0767,0.000,198.61,0.0690,0.000,185.73,0.0279,0.000,173.22,0.0088,0.000,172.71,0.0196,0.000,170.88,0.0090,0.000,165.13,0.0037,0.000,161.06,0.0306,0.000,158.72,0.0063,0.000,153.75,0.0769,0.000,9,C,0,1,0,-0.273661,-0.030712,-0.53751,1.99923,4.52361,0.01466,6.53751,150.5724,22.7333,-0.237179,-0.52792,1.99916,4.51013,0.01863,6.52792,16,C,1,0,-0.290979,-0.008795,-0.52666,1.99920,4.51164,0.01581,6.52666,145.8794,32.9245,-0.247868,-0.53176,1.99913,4.51008,0.02254,6.53176,1,P,1,0.403097,0.302142,0.77080,9.99871,4.19820,0.03229,14.22920,369.9001,73.2185,0.344003,0.93020,9.99781,3.99124,0.08075,14.06980,39,H,0,1,0,0.156035,-0.018144,0.23842,0.00000,0.76027,0.00131,0.76158,29.7789,4.7774,0.144577,0.22949,0.00000,0.76899,0.00153,0.77051,0.7911739169485943,0.7971018831771504,0.8330289512290051,0.5220801772402024
P(Cy)3-11,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,met,1.1314,280.4325,3340.071,6169.002,-0.20097,0.04962,0.075675,0.125295,0.125295,-1047.14978497,0.486449,0.505677,0.506621,0.43929,-1046.663336,-1046.644108,-1046.643164,-1046.710495,1.5199,2683.475,6172.4797,208.38,0.0864,0.000,198.70,0.0404,0.000,183.14,0.0644,0.000,176.19,0.0074,0.000,171.05,0.0168,0.000,169.12,0.0089,0.000,165.27,0.0048,0.000,159.58,0.0230,0.000,159.10,0.0018,0.000,155.14,0.0029,0.000,16,C,0,1,0,-0.266448,-0.057564,-0.54519,1.99924,4.53115,0.01480,6.54519,155.6061,15.7109,-0.239328,-0.51879,1.99916,4.50244,0.01719,6.51879,2,C,1,0,-0.301081,-0.020753,-0.54249,1.99919,4.52653,0.01677,6.54249,153.0116,22.7198,-0.276106,-0.62314,1.99916,4.59843,0.02555,6.62314,1,P,1,0.400959,0.322444,0.79253,9.99871,4.17466,0.03410,14.20747,345.7198,64.1334,0.325222,0.93618,9.99779,3.97762,0.08840,14.06382,35,H,0,1,0,0.154656,-0.018923,0.23841,0.00000,0.76024,0.00135,0.76159,30.0662,5.0822,0.146346,0.23205,0.00000,0.76633,0.00162,0.76795,0.802730457171941,0.7947965629771563,0.8194066045926769,0.5049549414688183
P(Cy)3-13,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,met,1.1474,280.4325,2502.195,6143.0772,-0.20161,0.05386,0.07387500000000001,0.12773500000000002,0.12773500000000002,-1047.15423921,0.486415,0.505555,0.5065,0.439793,-1046.667824,-1046.648684,-1046.64774,-1046.714446,1.382,2557.188,6147.1931,204.37,0.0713,0.000,197.64,0.0956,0.000,188.37,0.0094,0.000,176.98,0.0244,0.000,169.47,0.0132,0.000,168.65,0.0081,0.000,164.44,0.0075,0.000,158.02,0.0027,0.000,157.05,0.0018,0.000,153.84,0.0046,0.000,2,C,0,1,0,-0.298146,-0.040878,-0.54796,1.99920,4.53303,0.01574,6.54796,157.8737,15.7098,-0.245978,-0.60802,1.99915,4.58527,0.02361,6.60802,16,C,1,0,-0.281964,-0.030853,-0.53631,1.99924,4.52181,0.01527,6.53631,152.6210,19.6118,-0.282474,-0.60086,1.99920,4.57693,0.02473,6.60086,1,P,1,0.392526,0.320288,0.79840,9.99870,4.16874,0.03416,14.20160,354.7580,83.7428,0.324199,0.97711,9.99776,3.93503,0.09010,14.02289,45,H,0,1,0,0.155067,-0.017634,0.23841,0.00000,0.76026,0.00133,0.76159,29.9981,5.0383,0.140235,0.22724,0.00000,0.77119,0.00157,0.77276,0.8102751414628304,0.8138379090446394,0.8231190682913685,0.5129487141103559
P(Cy)3-16,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,met,1.1956,280.4325,2546.386,6059.382,-0.19996,0.05188,0.07404,0.12592,0.12592,-1047.15209217,0.486276,0.505453,0.506397,0.439738,-1046.665817,-1046.646639,-1046.645695,-1046.712355,1.3064,2604.924,6063.6145,208.68,0.0583,0.000,196.00,0.0933,0.000,191.46,0.0060,0.000,179.90,0.0285,0.000,176.65,0.0131,0.000,172.52,0.0133,0.000,164.34,0.0066,0.000,158.80,0.0071,0.000,157.75,0.0266,0.000,157.30,0.0134,0.000,2,C,0,1,0,-0.299999,-0.050352,-0.55315,1.99922,4.53813,0.01581,6.55315,156.7823,13.5872,-0.280971,-0.64929,1.99919,4.62493,0.02517,6.64929,9,C,1,0,-0.277973,-0.053866,-0.54126,1.99923,4.52710,0.01493,6.54126,157.6755,13.9462,-0.264393,-0.55898,1.99917,4.53882,0.02099,6.55898,1,P,1,0.388507,0.341185,0.80786,9.99872,4.15707,0.03636,14.19214,331.0186,42.2024,0.349513,1.03617,9.99774,3.88002,0.08607,13.96383,39,H,0,1,0,0.157369,-0.015635,0.23990,0.00000,0.75879,0.00131,0.76010,29.9076,5.1774,0.138827,0.22650,0.00000,0.77101,0.00249,0.77350,0.8047363851381695,0.8288374599562888,0.8120116164186701,0.5115415706116583
P(Cy)3-22,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,met,1.1956,280.4325,2809.825,6059.512,-0.19997,0.05188,0.074045,0.125925,0.125925,-1047.15209211,0.486275,0.505453,0.506397,0.439737,-1046.665817,-1046.646639,-1046.645695,-1046.712355,1.3069,2985.439,6063.7454,208.68,0.0583,0.000,195.99,0.0933,0.000,191.46,0.0060,0.000,179.90,0.0285,0.000,176.64,0.0130,0.000,172.51,0.0133,0.000,164.34,0.0066,0.000,158.80,0.0071,0.000,157.76,0.0268,0.000,157.30,0.0133,0.000,2,C,0,1,0,-0.299991,-0.050351,-0.55316,1.99922,4.53813,0.01581,6.55316,156.7786,13.5898,-0.280977,-0.64927,1.99919,4.62491,0.02517,6.64927,16,C,1,0,-0.277960,-0.053843,-0.54124,1.99923,4.52707,0.01493,6.54124,157.6709,13.9491,-0.264381,-0.55900,1.99917,4.53883,0.02099,6.55900,1,P,1,0.388490,0.341179,0.80788,9.99872,4.15705,0.03636,14.19212,331.0242,42.1534,0.349540,1.03623,9.99774,3.87998,0.08605,13.96377,45,H,0,1,0,0.157362,-0.015644,0.23989,0.00000,0.75880,0.00131,0.76011,29.9080,5.1775,0.138814,0.22649,0.00000,0.77102,0.00249,0.77351,0.8047064459147929,0.8289272776264184,0.8119517379719169,0.5115715098350349
P(Cy)3-30,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,met,1.1956,280.4325,2487.949,6059.4192,-0.19997,0.05188,0.074045,0.125925,0.125925,-1047.15209215,0.486276,0.505453,0.506398,0.439739,-1046.665816,-1046.646639,-1046.645695,-1046.712353,1.3071,3073.349,6063.652,208.67,0.0583,0.000,195.99,0.0933,0.000,191.45,0.0060,0.000,179.90,0.0285,0.000,176.63,0.0130,0.000,172.51,0.0133,0.000,164.33,0.0066,0.000,158.80,0.0071,0.000,157.75,0.0267,0.000,157.29,0.0133,0.000,2,C,0,1,0,-0.299993,-0.050377,-0.55317,1.99922,4.53814,0.01581,6.55317,156.7812,13.5861,-0.280973,-0.64930,1.99919,4.62494,0.02517,6.64930,16,C,1,0,-0.277955,-0.053832,-0.54123,1.99923,4.52707,0.01493,6.54123,157.6680,13.9521,-0.264365,-0.55897,1.99917,4.53880,0.02099,6.55897,1,P,1,0.388500,0.341175,0.80787,9.99872,4.15706,0.03635,14.19213,331.0234,42.1636,0.349489,1.03616,9.99774,3.88003,0.08607,13.96384,45,H,0,1,0,0.157358,-0.015653,0.23989,0.00000,0.75880,0.00131,0.76011,29.9082,5.1781,0.138808,0.22649,0.00000,0.77102,0.00250,0.77351,0.8047363851381695,0.8288673991796652,0.8119816771952936,0.5114816921649052
P(Cy)3-31,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,met,1.1473,280.4325,2722.141,6142.9137,-0.20161,0.05386,0.07387500000000001,0.12773500000000002,0.12773500000000002,-1047.15423925,0.486416,0.505556,0.5065,0.439795,-1046.667823,-1046.648683,-1046.647739,-1046.714445,1.3823,3162.082,6147.0308,204.37,0.0712,0.000,197.64,0.0956,0.000,188.37,0.0094,0.000,176.98,0.0244,0.000,169.47,0.0132,0.000,168.65,0.0081,0.000,164.44,0.0075,0.000,158.02,0.0027,0.000,157.06,0.0018,0.000,153.84,0.0047,0.000,2,C,0,1,0,-0.298147,-0.040885,-0.54797,1.99920,4.53304,0.01574,6.54797,157.8748,15.7074,-0.245972,-0.60801,1.99915,4.58525,0.02361,6.60801,9,C,1,0,-0.281965,-0.030871,-0.53633,1.99924,4.52183,0.01527,6.53633,152.6202,19.6173,-0.282491,-0.60090,1.99920,4.57697,0.02473,6.60090,1,P,1,0.392533,0.320308,0.79842,9.99870,4.16872,0.03416,14.20158,354.7660,83.7607,0.324255,0.97717,9.99776,3.93496,0.09010,14.02283,35,H,0,1,0,0.155068,-0.017632,0.23841,0.00000,0.76026,0.00133,0.76159,29.9981,5.0382,0.140235,0.22724,0.00000,0.77119,0.00157,0.77276,0.8103649591329601,0.8138977874913924,0.8232088859614981,0.5129786533337325
P(o-Tol)3-3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,C21H21P,43,0,1,met,1.1587,304.3707,2646.579,6675.9735,-0.20126,-0.02098,0.11112,0.09014,0.09014,-1154.23488543,0.35814,0.378652,0.379597,0.30872,-1153.876745,-1153.856233,-1153.855289,-1153.926166,5.8003,3188.65,6682.4091,298.56,0.0860,0.000,287.82,0.1532,0.000,262.87,0.0008,0.000,261.06,0.0012,0.000,254.33,0.0080,0.000,251.44,0.0125,0.000,237.22,0.0214,0.000,235.69,0.0059,0.000,231.63,0.0051,0.000,231.26,0.0458,0.000,22,C,0,1,0,-0.546218,0.029955,-0.69787,1.99938,4.69111,0.00738,6.69787,167.3585,28.6317,-0.549710,-0.69866,1.99938,4.69171,0.00757,6.69866,1,C,1,0,-0.540560,0.045079,-0.68588,1.99937,4.67865,0.00786,6.68588,167.2530,27.7715,-0.540331,-0.67377,1.99939,4.66663,0.00775,6.67377,8,P,1,0.327709,0.663331,0.88453,9.99848,4.07527,0.04172,14.11547,351.5022,43.5685,0.450867,1.24801,9.99761,3.70565,0.04873,13.75199,43,H,0,1,0,0.186176,0.015493,0.25602,0.00000,0.74318,0.00080,0.74398,29.2575,6.3684,0.174673,0.24474,0.00000,0.75430,0.00095,0.75526,0.5119906589623064,0.552019400616748,0.7715637256369569,0.4169935031885273
P(o-Tol)3-12,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,C21H21P,43,0,1,met,1.018,304.3707,2347.108,6659.6679,-0.20459,-0.02052,0.112555,0.09203499999999999,0.09203499999999999,-1154.24287554,0.358133,0.37864,0.379584,0.308821,-1153.884743,-1153.864236,-1153.863292,-1153.934055,6.7969,2566.172,6665.7765,293.16,0.0515,0.000,278.55,0.1816,0.000,257.83,0.0048,0.000,254.44,0.0036,0.000,251.96,0.0004,0.000,245.86,0.0282,0.000,237.08,0.0128,0.000,233.53,0.0234,0.000,232.70,0.0060,0.000,228.81,0.0165,0.000,22,C,0,1,0,-0.546212,0.024618,-0.69787,1.99938,4.69108,0.00742,6.69787,167.7492,29.9990,-0.547072,-0.69970,1.99938,4.69275,0.00757,6.69970,15,C,1,0,-0.546808,0.028894,-0.69773,1.99938,4.69088,0.00746,6.69773,167.2554,25.6833,-0.548050,-0.70301,1.99938,4.69578,0.00785,6.70301,8,P,1,0.349470,0.638324,0.88474,9.99846,4.07623,0.04056,14.11526,361.0138,26.2937,0.477154,1.25486,9.99757,3.70178,0.04579,13.74514,42,H,0,1,0,0.184121,0.014862,0.25264,0.00000,0.74655,0.00080,0.74736,29.4534,5.5612,0.176078,0.24485,0.00000,0.75437,0.00078,0.75515,0.5036076764168737,0.4921409538636568,0.7852758899434148,0.42669381156252806
P(o-Tol)3-13,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,C21H21P,43,0,1,met,1.1585,304.3707,2901.853,6675.9134,-0.20127,-0.02098,0.111125,0.090145,0.090145,-1154.23488543,0.358141,0.378653,0.379597,0.308722,-1153.876744,-1153.856233,-1153.855289,-1153.926163,5.7951,3061.295,6682.3463,298.54,0.0861,0.000,287.81,0.1532,0.000,262.86,0.0008,0.000,261.05,0.0011,0.000,254.33,0.0079,0.000,251.43,0.0125,0.000,237.22,0.0214,0.000,235.69,0.0060,0.000,231.63,0.0050,0.000,231.26,0.0458,0.000,15,C,0,1,0,-0.546204,0.029966,-0.69787,1.99938,4.69111,0.00738,6.69787,167.3571,28.6321,-0.549701,-0.69864,1.99938,4.69169,0.00757,6.69864,22,C,1,0,-0.540541,0.045107,-0.68588,1.99937,4.67865,0.00786,6.68588,167.2496,27.7676,-0.540314,-0.67378,1.99939,4.66664,0.00775,6.67378,8,P,1,0.327713,0.663337,0.88456,9.99848,4.07525,0.04172,14.11544,351.5161,43.5654,0.450817,1.24793,9.99761,3.70573,0.04873,13.75207,36,H,0,1,0,0.186172,0.015484,0.25602,0.00000,0.74318,0.00080,0.74398,29.2571,6.3693,0.174646,0.24472,0.00000,0.75432,0.00095,0.75528,0.5119906589623064,0.552019400616748,0.7715637256369569,0.4169036855183976
P(o-Tol)3-16,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,C21H21P,43,0,1,met,1.1585,304.3707,2870.181,6676.094,-0.20126,-0.02098,0.11112,0.09014,0.09014,-1154.23488542,0.35814,0.378652,0.379597,0.308719,-1153.876745,-1153.856233,-1153.855289,-1153.926166,5.8,2423.708,6682.5302,298.57,0.0860,0.000,287.83,0.1533,0.000,262.88,0.0008,0.000,261.07,0.0012,0.000,254.34,0.0080,0.000,251.45,0.0125,0.000,237.22,0.0214,0.000,235.69,0.0060,0.000,231.63,0.0051,0.000,231.26,0.0458,0.000,1,C,0,1,0,-0.546205,0.029964,-0.69788,1.99938,4.69111,0.00738,6.69788,167.3570,28.6327,-0.549708,-0.69866,1.99938,4.69171,0.00757,6.69866,15,C,1,0,-0.540568,0.045073,-0.68589,1.99937,4.67865,0.00786,6.68589,167.2535,27.7730,-0.540338,-0.67377,1.99939,4.66664,0.00775,6.67377,8,P,1,0.327719,0.663267,0.88455,9.99848,4.07525,0.04172,14.11545,351.5080,43.5500,0.450878,1.24804,9.99761,3.70562,0.04873,13.75196,25,H,0,1,0,0.186170,0.015475,0.25602,0.00000,0.74317,0.00080,0.74398,29.2577,6.3708,0.174668,0.24475,0.00000,0.75430,0.00095,0.75525,0.5121403550791892,0.5519894613933715,0.7715337864135804,0.4169036855183976
P(o-Tol)3-26,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,C21H21P,43,0,1,met,1.0179,304.3707,3004.526,6659.7307,-0.20459,-0.02052,0.112555,0.09203499999999999,0.09203499999999999,-1154.24287549,0.358133,0.37864,0.379584,0.30882,-1153.884743,-1153.864236,-1153.863292,-1153.934055,6.7973,2848.041,6665.8409,293.16,0.0515,0.000,278.56,0.1816,0.000,257.82,0.0048,0.000,254.44,0.0036,0.000,251.96,0.0004,0.000,245.86,0.0282,0.000,237.08,0.0128,0.000,233.53,0.0234,0.000,232.70,0.0059,0.000,228.81,0.0165,0.000,1,C,0,1,0,-0.546211,0.024608,-0.69787,1.99938,4.69108,0.00742,6.69787,167.7508,30.0009,-0.547064,-0.69969,1.99938,4.69273,0.00757,6.69969,15,C,1,0,-0.546810,0.028894,-0.69772,1.99938,4.69088,0.00746,6.69772,167.2554,25.6801,-0.548026,-0.70301,1.99938,4.69578,0.00785,6.70301,8,P,1,0.349463,0.638346,0.88476,9.99846,4.07622,0.04056,14.11524,361.0232,26.2899,0.477128,1.25487,9.99757,3.70177,0.04579,13.74513,23,H,0,1,0,0.184125,0.014873,0.25264,0.00000,0.74656,0.00080,0.74736,29.4534,5.5588,0.176067,0.24484,0.00000,0.75438,0.00078,0.75516,0.5035477979701206,0.4921409538636568,0.7850962546031556,0.42666387233915154
P(o-Tol)3-30,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,C21H21P,43,0,1,met,1.2173,304.3707,3105.639,6701.2289,-0.20309,-0.02238,0.112735,0.09035499999999999,0.09035499999999999,-1154.23532259,0.358406,0.378817,0.379761,0.308856,-1153.876916,-1153.856506,-1153.855561,-1153.926467,5.3834,2471.835,6705.9722,301.08,0.0090,0.000,276.05,0.0426,0.000,262.00,0.0560,0.000,259.90,0.0072,0.000,252.22,0.1079,0.000,250.27,0.0374,0.000,243.35,0.0407,0.000,237.01,0.0427,0.000,233.88,0.0335,0.000,230.44,0.0675,0.000,1,C,0,1,0,-0.539969,0.031649,-0.69611,1.99938,4.68949,0.00723,6.69611,166.4694,25.8208,-0.554785,-0.69635,1.99938,4.68971,0.00725,6.69635,22,C,1,0,-0.547926,0.034646,-0.69045,1.99937,4.68318,0.00790,6.69045,167.5856,22.2754,-0.544104,-0.68151,1.99938,4.67432,0.00780,6.68151,8,P,1,0.371298,0.636840,0.87694,9.99850,4.08389,0.04067,14.12306,360.1666,50.8894,0.514015,1.26207,9.99763,3.69373,0.04657,13.73793,25,H,0,1,0,0.183971,0.013890,0.25458,0.00000,0.74468,0.00074,0.74542,29.0558,5.1267,0.154517,0.22985,0.00000,0.76862,0.00153,0.77015,0.4887877608454837,0.5478877877907847,0.7774617526421365,0.42468788359629944
P(Ph)3,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,C18H15P,34,0,1,met,1.413,262.2903,2699.682,5470.5751,-0.21146,-0.01885,0.11515500000000001,0.096305,0.096305,-1036.29823272,0.27422,0.290143,0.291087,0.227727,-1036.024013,-1036.00809,-1036.007146,-1036.070506,3.7713,2076.678,5475.9568,274.97,0.1271,0.000,274.76,0.1285,0.000,260.58,0.0022,0.000,245.14,0.0002,0.000,245.08,0.0002,0.000,240.68,0.0085,0.000,228.45,0.0146,0.000,224.87,0.0005,0.000,224.80,0.0004,0.000,220.69,0.0009,0.000,2,C,0,1,0,-0.094619,-0.157468,-0.36207,1.99893,4.33990,0.02324,6.36207,56.1606,179.4228,-0.129784,-0.47760,1.99887,4.45255,0.02618,6.47760,14,C,1,0,-0.094558,-0.157460,-0.36196,1.99893,4.33979,0.02324,6.36196,56.1046,179.4567,-0.108448,-0.43963,1.99887,4.41649,0.02427,6.43963,1,P,1,0.334435,0.676221,0.90090,9.99843,4.05876,0.04192,14.09910,361.4428,39.6670,0.450688,1.24228,9.99750,3.70998,0.05025,13.75772,34,H,0,1,0,0.147384,0.044668,0.24518,0.00000,0.75337,0.00145,0.75482,25.3972,12.2175,0.130789,0.23644,0.00000,0.76222,0.00134,0.76356,0.7320439507799167,0.7324331606838118,0.7028831472111613,0.5225891440376037
SPhos-1,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,met,2.2348,410.5351,3478.319,10846.6773,-0.19863,-0.0184,0.108515,0.090115,0.090115,-1503.61786663,0.561656,0.589809,0.590753,0.503263,-1503.056211,-1503.028057,-1503.027113,-1503.114604,8.4839,3516.967,10854.375,296.59,0.0264,0.000,268.98,0.0130,0.000,260.82,0.0653,0.000,250.88,0.0067,0.000,246.70,0.0555,0.000,240.89,0.0222,0.000,238.14,0.0013,0.000,234.18,0.0193,0.000,224.74,0.0249,0.000,223.86,0.0344,0.000,28,O,0,0,1,-0.510711,-0.810624,-0.52602,1.99973,6.51496,0.01133,8.52602,233.9339,88.8153,-0.526523,-0.54584,1.99973,6.53488,0.01123,8.54584,30,O,0,1,-0.525136,-0.756488,-0.55983,1.99974,6.54799,0.01210,8.55983,261.9930,90.4544,-0.525124,-0.56110,1.99974,6.54898,0.01237,8.56110,7,P,1,0.384811,0.481192,0.82165,9.99864,4.14328,0.03644,14.17835,332.3004,114.4363,0.613632,1.31527,9.99769,3.65071,0.03633,13.68473,27,C,1,0,0,0.334858,0.515272,0.33878,1.99874,3.64050,0.02197,5.66122,39.6022,124.3684,0.299688,0.30244,1.99873,3.67596,0.02286,5.69756,0.6815364809436844,0.6097422232867279,0.8006646507589593,0.7449477560552079
