entry,Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,yield
1901,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.057,90,0.0
1902,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.057,90,0.42
1903,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.057,90,0.0
1904,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.057,105,5.19
1905,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.057,105,3.59
1906,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.057,105,5.09
1907,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.057,105,2.09
1908,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.057,105,1.49
1909,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.057,105,3.09
1910,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.057,105,1.3
1911,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.057,105,0.0
1912,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.057,105,0.4
1913,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.057,105,0.4
1914,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.057,105,0.3
1915,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.057,105,0.0
1916,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.057,105,0.8
1917,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.057,105,0.0
1918,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.057,105,0.5
1919,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.057,105,0.2
1920,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.057,120,6.69
1921,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.057,120,4.61
1922,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.057,120,7.13
1923,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.057,120,2.32
1924,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.057,120,1.25
1925,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.057,120,3.59
1926,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.057,120,2.89
1927,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.057,120,0.9
1928,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.057,120,1.26
1929,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.057,120,0.8
1930,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.057,120,0.2
1931,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.057,120,0.0
1932,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.057,120,1.09
1933,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.057,120,0.45
1934,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.057,120,0.8
1935,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.057,120,0.46
1936,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.153,90,1.33
1937,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.153,90,0.56
1938,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.153,90,1.08
1939,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.153,90,0.38
1940,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.153,90,1.06
1941,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.153,90,0.5
1942,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.153,90,0.83
1943,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.153,90,0.41
1944,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.153,90,0.93
1945,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.153,90,0.0
1946,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.153,90,0.61
1947,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.153,90,0.0
1948,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.153,90,2.18
1949,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.153,90,1.3
1950,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.153,90,1.89
1951,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.153,90,0.72
1952,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.153,105,7.75
1953,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.153,105,8.61
1954,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.153,105,3.62
1955,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.153,105,1.96
1956,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.153,105,1.79
1957,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.153,105,2.79
1958,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.153,105,1.33
1959,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.153,105,1.06
1960,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.153,105,0.99
1961,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.153,105,0.6
1962,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.153,105,1.26
1963,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.153,105,0.47
1964,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.153,105,4.06
1965,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.153,105,0.81
1966,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.153,105,2.47
1967,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.153,105,0.87
1968,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.153,120,18.53
1969,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.153,120,25.48
1970,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.153,120,20.29
1971,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC(N(C)C)=O,0.153,120,5.43
1972,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.153,120,4.07
1973,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.153,120,3.39
1974,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.153,120,2.79
1975,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCC#N,0.153,120,1.49
1976,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.153,120,2.69
1977,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.153,120,0.83
1978,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.153,120,1.47
1979,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CCCCOC(C)=O,0.153,120,0.46
1980,O=C([O-])C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.153,120,6.13
1981,O=C([O-])C(C)(C)C.[K+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.153,120,0.78
1982,O=C([O-])C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.153,120,1.8
1983,O=C([O-])C(C)(C)C.[Cs+],C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,CC1=CC=C(C)C=C1,0.153,120,1.06
