entry,additive,aryl_halide,base,ligand,yield
893,5,13,2,1,14.56258268
894,5,14,2,1,42.70687587
895,5,15,2,1,51.1783537
896,5,0,2,1,0
897,5,1,3,1,20.79893886
898,5,2,3,1,44.03844861
899,5,3,3,1,47.42870408
900,5,4,3,1,0.389738186
901,5,5,3,1,14.82994008
902,5,6,3,1,27.38026406
903,5,7,3,1,1.922791563
904,5,8,3,1,42.32124218
905,5,9,3,1,66.26745697
906,5,10,3,1,38.26811211
907,5,11,3,1,65.27849508
908,5,12,3,1,69.51698512
909,5,13,3,1,11.65114169
910,5,14,3,1,35.81675951
911,5,15,3,1,49.09682213
912,5,0,3,1,0
913,7,1,1,1,7.529872142
914,7,2,1,1,6.207239873
915,7,3,1,1,6.570809399
916,7,4,1,1,1.437204695
917,7,5,1,1,3.173409432
918,7,6,1,1,3.841376565
919,7,7,1,1,5.555292598
920,7,8,1,1,8.265401421
921,7,9,1,1,7.74418158
922,7,10,1,1,8.325690944
923,7,11,1,1,11.6286041
924,7,12,1,1,12.26145138
925,7,13,1,1,0
926,7,14,1,1,0
927,7,15,1,1,0
928,7,0,1,1,0
929,7,1,2,1,0
930,7,2,2,1,0
931,7,3,2,1,0.90886504
932,7,4,2,1,0
933,7,5,2,1,0
934,7,6,2,1,0
935,7,7,2,1,0
936,7,8,2,1,0
937,7,9,2,1,2.861266724
938,7,10,2,1,1.750205496
939,7,11,2,1,2.483549677
940,7,12,2,1,3.276927676
941,7,13,2,1,19.54000931
942,7,14,2,1,22.73241339
943,7,15,2,1,23.80061603
944,7,0,2,1,0
945,7,1,3,1,0.323932677
946,7,2,3,1,0.797104719
947,7,3,3,1,1.464547888
948,7,4,3,1,0
949,7,5,3,1,0
950,7,6,3,1,0
951,7,7,3,1,0
952,7,8,3,1,0
953,7,9,3,1,0.640485616
954,7,10,3,1,0
955,7,11,3,1,2.151156432
956,7,12,3,1,4.021363225
957,7,13,3,1,20.0815606
958,7,14,3,1,23.27699716
959,7,15,3,1,24.54431776
960,7,0,3,1,0
961,1,1,1,2,14.56538038
962,1,2,1,2,18.74350865
963,1,3,1,2,19.60839775
964,1,4,1,2,2.060581853
965,1,5,1,2,16.39030586
966,1,6,1,2,19.65840226
967,1,7,1,2,6.853480142
968,1,8,1,2,26.75645727
969,1,9,1,2,27.04861196
970,1,10,1,2,31.29909936
971,1,11,1,2,35.2030282
972,1,12,1,2,40.08669181
973,1,13,1,2,68.76495224
974,1,14,1,2,74.00970333
975,1,15,1,2,70.58038327
976,1,0,1,2,0
977,1,1,2,2,12.56300254
978,1,2,2,2,47.02427089
979,1,3,2,2,48.56121582
980,1,4,2,2,0.529819216
981,1,5,2,2,47.2768797
982,1,6,2,2,55.19349187
983,1,7,2,2,NA
984,1,8,2,2,73.2728017
985,1,9,2,2,77.78682066
986,1,10,2,2,69.39495874
987,1,11,2,2,84.60201966
988,1,12,2,2,85.14015258
989,1,13,2,2,12.48383732
990,1,14,2,2,78.00495066
991,1,15,2,2,83.73721982
992,1,0,2,2,0
993,1,1,3,2,26.05284451
994,1,2,3,2,53.83922891
995,1,3,3,2,52.3137348
996,1,4,3,2,3.500057239
997,1,5,3,2,49.39865649
998,1,6,3,2,56.13504943
999,1,7,3,2,16.2490011
1000,1,8,3,2,79.87241595
1001,1,9,3,2,81.15116736
1002,1,10,3,2,88.44637346
1003,1,11,3,2,93.09950718
1004,1,12,3,2,99.99999
1005,1,13,3,2,36.89391539
1006,1,14,3,2,94.34623373
1007,1,15,3,2,93.02887198
1008,1,0,3,2,0
1009,3,1,1,2,34.28672739
1010,3,2,1,2,51.07128287
1011,3,3,1,2,44.71241275
1012,3,4,1,2,1.112505085
1013,3,5,1,2,50.90618574
1014,3,6,1,2,54.23706048
1015,3,7,1,2,4.695061055
1016,3,8,1,2,83.3036144
1017,3,9,1,2,70.00785114
1018,3,10,1,2,52.85443039
1019,3,11,1,2,72.15476775
1020,3,12,1,2,73.13874552
1021,3,13,1,2,18.412337
1022,3,14,1,2,1.57607478
1023,3,15,1,2,1.834161249
1024,3,0,1,2,0
1025,3,1,2,2,39.94694428
1026,3,2,2,2,54.22375463
1027,3,3,2,2,50.12467654
1028,3,4,2,2,1.102452884
1029,3,5,2,2,45.39654665
1030,3,6,2,2,51.57354724
1031,3,7,2,2,NA
1032,3,8,2,2,77.85802389
1033,3,9,2,2,80.13587028
1034,3,10,2,2,80.58863006
1035,3,11,2,2,86.2541164
1036,3,12,2,2,91.93340238
1037,3,13,2,2,49.30997149
1038,3,14,2,2,86.10507439
1039,3,15,2,2,88.16754027
1040,3,0,2,2,0
1041,3,1,3,2,45.04099086
1042,3,2,3,2,52.01896484
1043,3,3,3,2,50.27132659
1044,3,4,3,2,1.402918235
1045,3,5,3,2,50.57898439
1046,3,6,3,2,51.23480839
1047,3,7,3,2,6.591475121
1048,3,8,3,2,83.09647392
1049,3,9,3,2,79.26160687
1050,3,10,3,2,86.19439925
1051,3,11,3,2,91.26694463
1052,3,12,3,2,95.38648822
1053,3,13,3,2,63.26443611
1054,3,14,3,2,94.87994774
1055,3,15,3,2,93.42111456
1056,3,0,3,2,0
1057,5,1,1,2,31.76101887
1058,5,2,1,2,47.94242943
1059,5,3,1,2,42.81292825
1060,5,4,1,2,0.39886034
1061,5,5,1,2,45.57576479
1062,5,6,1,2,49.32093179
1063,5,7,1,2,3.622466468
1064,5,8,1,2,75.31115449
1065,5,9,1,2,67.19184926
1066,5,10,1,2,54.63079808
1067,5,11,1,2,63.14714159
1068,5,12,1,2,63.83709974
1069,5,13,1,2,20.39347896
1070,5,14,1,2,0
1071,5,15,1,2,0
1072,5,0,1,2,0
1073,5,1,2,2,34.30918762
1074,5,2,2,2,52.55061961
1075,5,3,2,2,52.37811419
1076,5,4,2,2,0.695297498
1077,5,5,2,2,43.182647
1078,5,6,2,2,52.5635645
1079,5,7,2,2,3.012114112
1080,5,8,2,2,80.58281911
1081,5,9,2,2,81.02094948
1082,5,10,2,2,76.63515592
1083,5,11,2,2,88.44485055
1084,5,12,2,2,90.22793001
1085,5,13,2,2,30.758172
1086,5,14,2,2,85.68357471
1087,5,15,2,2,86.971127
1088,5,0,2,2,0
1089,5,1,3,2,34.96627405
1090,5,2,3,2,NA
1091,5,3,3,2,NA
1092,5,4,3,2,0.97555089
1093,5,5,3,2,44.07099157
1094,5,6,3,2,48.93807733
1095,5,7,3,2,3.893641215
1096,5,8,3,2,79.05542624
1097,5,9,3,2,79.63886176
1098,5,10,3,2,86.00345438
1099,5,11,3,2,92.13719474
1100,5,12,3,2,91.51096876
1101,5,13,3,2,30.83522639
1102,5,14,3,2,92.72370704
1103,5,15,3,2,92.25602815
1104,5,0,3,2,0
1105,7,1,1,2,10.83765987
1106,7,2,1,2,12.50803772
1107,7,3,1,2,12.73955434
1108,7,4,1,2,2.394993092
1109,7,5,1,2,11.43188302
1110,7,6,1,2,12.30347995
1111,7,7,1,2,6.790590461
1112,7,8,1,2,20.80036721
1113,7,9,1,2,21.68053196
1114,7,10,1,2,17.93331506
1115,7,11,1,2,19.21909567
1116,7,12,1,2,20.19717377
1117,7,13,1,2,0
1118,7,14,1,2,0
1119,7,15,1,2,0
1120,7,0,1,2,0
1121,7,1,2,2,0.790615186
1122,7,2,2,2,2.526419198
1123,7,3,2,2,3.157273626
1124,7,4,2,2,0
1125,7,5,2,2,2.851219855
1126,7,6,2,2,6.027659819
1127,7,7,2,2,0.560055079
1128,7,8,2,2,7.355604
1129,7,9,2,2,12.61728598
1130,7,10,2,2,NA
1131,7,11,2,2,11.74526924
1132,7,12,2,2,16.42931186
1133,7,13,2,2,21.0553345
1134,7,14,2,2,25.49533974
1135,7,15,2,2,27.0324058
1136,7,0,2,2,0
1137,7,1,3,2,20.40750029
1138,7,2,3,2,35.11112268
1139,7,3,3,2,41.66896399
1140,7,4,3,2,0.786304198
1141,7,5,3,2,13.26476777
1142,7,6,3,2,21.13166214
1143,7,7,3,2,5.300523111
1144,7,8,3,2,36.10138622
1145,7,9,3,2,51.5197813
1146,7,10,3,2,81.90690038
1147,7,11,3,2,90.04314921
1148,7,12,3,2,93.69058626
1149,7,13,3,2,37.68845114
1150,7,14,3,2,63.38036462
1151,7,15,3,2,63.36872862
1152,7,0,3,2,0
1153,1,1,1,3,9.322132163
1154,1,2,1,3,13.23389373
1155,1,3,1,3,12.65611523
1156,1,4,1,3,0.862512473
1157,1,5,1,3,11.12595571
1158,1,6,1,3,11.33541199
1159,1,7,1,3,3.848767902
1160,1,8,1,3,26.55673667
1161,1,9,1,3,25.42117806
1162,1,10,1,3,23.70056273
1163,1,11,1,3,25.95507424
1164,1,12,1,3,35.80276164
1165,1,13,1,3,66.85191048
1166,1,14,1,3,70.56509529
1167,1,15,1,3,66.6354412
1168,1,0,1,3,0
1169,1,1,2,3,3.468901589
1170,1,2,2,3,31.17955703
1171,1,3,2,3,44.26289513
1172,1,4,2,3,0
1173,1,5,2,3,11.31352123
1174,1,6,2,3,33.79435982
1175,1,7,2,3,0
1176,1,8,2,3,36.54381967
1177,1,9,2,3,78.50560016
1178,1,10,2,3,32.19059222
1179,1,11,2,3,55.46040564
1180,1,12,2,3,81.63511603
1181,1,13,2,3,4.546243303
1182,1,14,2,3,60.54913452
1183,1,15,2,3,71.15077458
1184,1,0,2,3,NA
1185,1,1,3,3,22.42347536
1186,1,2,3,3,41.46468331
1187,1,3,3,3,54.24578847
1188,1,4,3,3,1.581660756
1189,1,5,3,3,20.76458994
1190,1,6,3,3,36.05750203
1191,1,7,3,3,7.805738503
1192,1,8,3,3,52.90774845
1193,1,9,3,3,83.29437838
1194,1,10,3,3,50.80872036
1195,1,11,3,3,71.49385038
1196,1,12,3,3,99.99999
1197,1,13,3,3,29.94942755
1198,1,14,3,3,80.02767877
1199,1,15,3,3,88.40427326
1200,1,0,3,3,0
1201,3,1,1,3,7.021683633
1202,3,2,1,3,32.41068171
1203,3,3,1,3,34.60429695
1204,3,4,1,3,0.51807887
1205,3,5,1,3,38.44240466
1206,3,6,1,3,50.89816476
1207,3,7,1,3,5.429390182
1208,3,8,1,3,70.22907456
1209,3,9,1,3,73.4448659
1210,3,10,1,3,68.99091328
1211,3,11,1,3,87.93113193
1212,3,12,1,3,89.46707858
1213,3,13,1,3,6.160292213
1214,3,14,1,3,4.80921591
1215,3,15,1,3,4.592618792
1216,3,0,1,3,0
1217,3,1,2,3,25.85124884
1218,3,2,2,3,48.4805474
1219,3,3,2,3,47.29404915
1220,3,4,2,3,0.682447226
1221,3,5,2,3,40.82349272
1222,3,6,2,3,45.50089871
1223,3,7,2,3,2.461539411
1224,3,8,2,3,73.58359974
1225,3,9,2,3,79.18190676
1226,3,10,2,3,78.17281005
1227,3,11,2,3,84.44355873
1228,3,12,2,3,91.20970452
1229,3,13,2,3,40.48243437
1230,3,14,2,3,78.37132703
1231,3,15,2,3,NA
1232,3,0,2,3,0
1233,3,1,3,3,23.89038147
1234,3,2,3,3,46.79588748
1235,3,3,3,3,46.14092963
1236,3,4,3,3,0.81239337
1237,3,5,3,3,34.83452753
1238,3,6,3,3,44.26066466
1239,3,7,3,3,9.034825048
1240,3,8,3,3,74.23566846
1241,3,9,3,3,78.10978605
1242,3,10,3,3,86.12188158
1243,3,11,3,3,87.95919128
1244,3,12,3,3,92.35381549
1245,3,13,3,3,42.37662469
1246,3,14,3,3,89.5866498
1247,3,15,3,3,88.35188783
1248,3,0,3,3,0
1249,5,1,1,3,1.039364305
1250,5,2,1,3,23.78240992
1251,5,3,1,3,28.58196621
1252,5,4,1,3,0
1253,5,5,1,3,44.72607544
1254,5,6,1,3,37.40734019
1255,5,7,1,3,7.259312325
1256,5,8,1,3,68.29340203
1257,5,9,1,3,71.5462211
1258,5,10,1,3,69.08248124
1259,5,11,1,3,88.30829539
1260,5,12,1,3,92.90401218
1261,5,13,1,3,1.691952122
1262,5,14,1,3,0.955483806
1263,5,15,1,3,0.597977578
1264,5,0,1,3,0
1265,5,1,2,3,13.50296194
1266,5,2,2,3,48.49744103
1267,5,3,2,3,50.86308576
1268,5,4,2,3,0
1269,5,5,2,3,47.57684436
1270,5,6,2,3,54.42113597
1271,5,7,2,3,0
1272,5,8,2,3,77.66498135
1273,5,9,2,3,81.47790375
1274,5,10,2,3,63.40623793
1275,5,11,2,3,77.4707991
1276,5,12,2,3,90.37135809
1277,5,13,2,3,13.89042777
1278,5,14,2,3,81.62368897
1279,5,15,2,3,83.33821324
1280,5,0,2,3,0
1281,5,1,3,3,18.21528105
1282,5,2,3,3,49.51819322
1283,5,3,3,3,47.67937659
1284,5,4,3,3,0.354218547
1285,5,5,3,3,48.43208177
1286,5,6,3,3,43.57558027
1287,5,7,3,3,4.228381568
1288,5,8,3,3,79.45834404
1289,5,9,3,3,79.06108402
1290,5,10,3,3,87.76406197
1291,5,11,3,3,93.03255731
1292,5,12,3,3,98.84920594
1293,5,13,3,3,14.59032311
1294,5,14,3,3,93.74857618
1295,5,15,3,3,93.10117477
1296,5,0,3,3,0
1297,7,1,1,3,3.63508139
1298,7,2,1,3,8.251812755
1299,7,3,1,3,8.371090186
1300,7,4,1,3,0.464178524
1301,7,5,1,3,9.793873198
1302,7,6,1,3,10.66750923
1303,7,7,1,3,6.254328913
1304,7,8,1,3,12.75985148
1305,7,9,1,3,19.90817203
1306,7,10,1,3,22.79957962
1307,7,11,1,3,21.49557132
1308,7,12,1,3,22.11361026
1309,7,13,1,3,0
1310,7,14,1,3,0
1311,7,15,1,3,0
1312,7,0,1,3,0
1313,7,1,2,3,0
1314,7,2,2,3,0.666561482
1315,7,3,2,3,0.805677293
1316,7,4,2,3,0
1317,7,5,2,3,0.643748157
1318,7,6,2,3,1.179429435
1319,7,7,2,3,0
1320,7,8,2,3,0
1321,7,9,2,3,NA
1322,7,10,2,3,3.045995181
1323,7,11,2,3,2.746121216
1324,7,12,2,3,3.990503358
1325,7,13,2,3,20.46026555
1326,7,14,2,3,21.99352991
1327,7,15,2,3,24.09811757
1328,7,0,2,3,0
1329,7,1,3,3,7.811035954
1330,7,2,3,3,12.91242154
1331,7,3,3,3,14.75254468
1332,7,4,3,3,0.447009792
1333,7,5,3,3,6.245379727
1334,7,6,3,3,10.13869105
1335,7,7,3,3,7.023455372
1336,7,8,3,3,21.60951607
1337,7,9,3,3,30.16538696
1338,7,10,3,3,58.61425338
1339,7,11,3,3,71.25057447
1340,7,12,3,3,87.4496615
1341,7,13,3,3,29.44102359
1342,7,14,3,3,39.52795027
1343,7,15,3,3,43.52746752
1344,7,0,3,3,0
1345,1,1,1,4,9.062775444
1346,1,2,1,4,13.5242012
1347,1,3,1,4,13.8481868
1348,1,4,1,4,1.858564029
1349,1,5,1,4,13.88581248
1350,1,6,1,4,16.72117045
1351,1,7,1,4,6.264897465
1352,1,8,1,4,23.31600153
1353,1,9,1,4,26.3918508
1354,1,10,1,4,19.27582448
1355,1,11,1,4,20.15990301
1356,1,12,1,4,27.24737039
1357,1,13,1,4,68.47251074
1358,1,14,1,4,71.41375314
1359,1,15,1,4,68.57486471
1360,1,0,1,4,0
1361,1,1,2,4,3.309805744
1362,1,2,2,4,19.84794125
1363,1,3,2,4,35.66483427
1364,1,4,2,4,0
1365,1,5,2,4,15.1448727
1366,1,6,2,4,47.46105675
1367,1,7,2,4,0.620480408
1368,1,8,2,4,27.30055458
1369,1,9,2,4,67.48065191
1370,1,10,2,4,17.3168226
1371,1,11,2,4,16.25514799
1372,1,12,2,4,50.42857568
1373,1,13,2,4,4.713893798
1374,1,14,2,4,45.27091516
1375,1,15,2,4,58.943816
1376,1,0,2,4,0
1377,1,1,3,4,20.59737033
1378,1,2,3,4,33.22033214
1379,1,3,3,4,48.38997285
1380,1,4,3,4,2.018550488
1381,1,5,3,4,28.52881836
1382,1,6,3,4,49.32388819
1383,1,7,3,4,7.120028255
1384,1,8,3,4,49.40490981
1385,1,9,3,4,74.16554821
1386,1,10,3,4,44.47903411
1387,1,11,3,4,59.28097568
1388,1,12,3,4,81.51017538
1389,1,13,3,4,28.30443344
1390,1,14,3,4,68.89095082
1391,1,15,3,4,84.40270662
1392,1,0,3,4,0
1393,3,1,1,4,5.298717423
1394,3,2,1,4,41.59326244
1395,3,3,1,4,44.78270058
1396,3,4,1,4,1.262424529
1397,3,5,1,4,53.17975334
1398,3,6,1,4,54.63240731
1399,3,7,1,4,4.246823607
1400,3,8,1,4,82.46360414
1401,3,9,1,4,79.07623711
1402,3,10,1,4,74.61155282
1403,3,11,1,4,83.37705512
1404,3,12,1,4,91.37329051
1405,3,13,1,4,9.147761663
1406,3,14,1,4,1.707595349
1407,3,15,1,4,2.733728741
1408,3,0,1,4,0
1409,3,1,2,4,25.8434488
1410,3,2,2,4,48.06786456
1411,3,3,2,4,48.00212967
1412,3,4,2,4,0.85894734
1413,3,5,2,4,46.19696168
1414,3,6,2,4,51.39664392
1415,3,7,2,4,2.615785832
1416,3,8,2,4,73.85492194
1417,3,9,2,4,78.46972259
1418,3,10,2,4,61.91869342
1419,3,11,2,4,66.70576357
1420,3,12,2,4,69.8410056
1421,3,13,2,4,35.8579046
1422,3,14,2,4,81.6084941
1423,3,15,2,4,84.5566149
1424,3,0,2,4,0
1425,3,1,3,4,28.68684159
1426,3,2,3,4,53.85457225
1427,3,3,3,4,55.16379105
1428,3,4,3,4,1.068125406
1429,3,5,3,4,54.23706273
1430,3,6,3,4,50.10376029
1431,3,7,3,4,3.135484875
1432,3,8,3,4,80.39591728
1433,3,9,3,4,82.63071562
1434,3,10,3,4,89.88953077
1435,3,11,3,4,92.89765441
1436,3,12,3,4,94.14846732
1437,3,13,3,4,41.58551371
1438,3,14,3,4,95.12897845
1439,3,15,3,4,92.39124083
1440,3,0,3,4,0
1441,5,1,1,4,1.261091862
1442,5,2,1,4,12.61696696
1443,5,3,1,4,36.64285561
1444,5,4,1,4,0
1445,5,5,1,4,52.34346738
1446,5,6,1,4,57.08877056
1447,5,7,1,4,1.117675591
1448,5,8,1,4,83.14947865
1449,5,9,1,4,82.84063003
1450,5,10,1,4,80.49152522
1451,5,11,1,4,89.89767813
1452,5,12,1,4,94.29690562
1453,5,13,1,4,2.241763673
1454,5,14,1,4,1.826315609
1455,5,15,1,4,0.747631534
1456,5,0,1,4,0
1457,5,1,2,4,9.328786223
1458,5,2,2,4,45.92980056
1459,5,3,2,4,52.24472601
1460,5,4,2,4,0.338169234
1461,5,5,2,4,43.34412585
1462,5,6,2,4,53.38444046
1463,5,7,2,4,0.841459123
1464,5,8,2,4,72.1822742
1465,5,9,2,4,83.93941968
1466,5,10,2,4,38.32865111
1467,5,11,2,4,59.55424843
1468,5,12,2,4,77.75555198
1469,5,13,2,4,11.79076705
1470,5,14,2,4,83.93526521
1471,5,15,2,4,90.73131654
1472,5,0,2,4,0
1473,5,1,3,4,12.78013721
1474,5,2,3,4,49.15372199
1475,5,3,3,4,55.56585889
1476,5,4,3,4,0.355367929
1477,5,5,3,4,50.10834683
1478,5,6,3,4,53.33497035
1479,5,7,3,4,0.968826586
1480,5,8,3,4,80.68492948
1481,5,9,3,4,83.05466982
1482,5,10,3,4,81.37846659
1483,5,11,3,4,89.47412112
1484,5,12,3,4,95.75260589
1485,5,13,3,4,9.967076399
1486,5,14,3,4,86.08980917
1487,5,15,3,4,94.54981251
1488,5,0,3,4,0
1489,7,1,1,4,1.784972431
1490,7,2,1,4,7.440214513
1491,7,3,1,4,6.314819709
1492,7,4,1,4,0.999277443
1493,7,5,1,4,10.41519753
1494,7,6,1,4,8.359123764
1495,7,7,1,4,3.67828301
1496,7,8,1,4,11.71308162
1497,7,9,1,4,13.97997531
1498,7,10,1,4,14.35152074
1499,7,11,1,4,15.08654076
1500,7,12,1,4,20.14340795
1501,7,13,1,4,0
1502,7,14,1,4,0
1503,7,15,1,4,0
1504,7,0,1,4,0
1505,7,1,2,4,0
1506,7,2,2,4,0.449135277
1507,7,3,2,4,0.726790688
1508,7,4,2,4,0
1509,7,5,2,4,0
1510,7,6,2,4,0
1511,7,7,2,4,0
1512,7,8,2,4,0
1513,7,9,2,4,3.693986506
1514,7,10,2,4,NA
1515,7,11,2,4,2.398450819
1516,7,12,2,4,4.24547498
1517,7,13,2,4,19.76841529
1518,7,14,2,4,23.14988163
1519,7,15,2,4,24.5860919
1520,7,0,2,4,0
1521,7,1,3,4,2.832563629
1522,7,2,3,4,7.993089715
1523,7,3,3,4,12.93168151
1524,7,4,3,4,0
1525,7,5,3,4,5.592490444
1526,7,6,3,4,7.956770314
1527,7,7,3,4,0.628553584
1528,7,8,3,4,11.32202809
1529,7,9,3,4,20.74522627
1530,7,10,3,4,35.61880796
1531,7,11,3,4,41.04141598
1532,7,12,3,4,55.11524561
1533,7,13,3,4,24.77364754
1534,7,14,3,4,33.50680291
1535,7,15,3,4,41.89146593
1536,7,0,3,4,0
1537,8,1,1,1,11.59050003
1538,8,2,1,1,12.36887401
1539,8,3,1,1,16.16257939
1540,8,4,1,1,1.729864191
1541,8,5,1,1,4.215754471
1542,8,6,1,1,4.112217946
1543,8,7,1,1,7.911192525
1544,8,8,1,1,13.99630758
1545,8,9,1,1,18.40781284
1546,8,10,1,1,13.98755594
1547,8,11,1,1,20.04239857
1548,8,12,1,1,19.49452071
1549,8,13,1,1,9.474964289
1550,8,14,1,1,10.26328927
1551,8,15,1,1,14.9442896
1552,8,0,1,1,0
1553,8,1,2,1,15.11582189
1554,8,2,2,1,28.39895545
1555,8,3,2,1,34.38141407
1556,8,4,2,1,0.377050084
1557,8,5,2,1,9.043513945
1558,8,6,2,1,13.524053
1559,8,7,2,1,3.045865819
1560,8,8,2,1,26.51530021
1561,8,9,2,1,28.15132537
1562,8,10,2,1,22.49487977
1563,8,11,2,1,37.83294904
1564,8,12,2,1,43.37501152
1565,8,13,2,1,10.00638892
1566,8,14,2,1,21.4669222
1567,8,15,2,1,32.75793304
1568,8,0,2,1,0
1569,8,1,3,1,11.65330714
1570,8,2,3,1,22.58353247
1571,8,3,3,1,35.26155109
1572,8,4,3,1,0.275668441
1573,8,5,3,1,4.057606054
1574,8,6,3,1,8.039691846
1575,8,7,3,1,2.547971795
1576,8,8,3,1,17.09448081
1577,8,9,3,1,30.59514524
1578,8,10,3,1,26.31222578
1579,8,11,3,1,50.09944792
1580,8,12,3,1,55.00354925
1581,8,13,3,1,6.968929302
1582,8,14,3,1,18.1188647
1583,8,15,3,1,29.06844689
1584,8,0,3,1,0
1585,10,1,1,1,1.25144582
1586,10,2,1,1,8.110761371
1587,10,3,1,1,9.109122278
1588,10,4,1,1,0.121773863
1589,10,5,1,1,3.267294839
1590,10,6,1,1,9.105544009
1591,10,7,1,1,0.689951869
1592,10,8,1,1,8.876631997
1593,10,9,1,1,6.083579291
1594,10,10,1,1,7.972544215
1595,10,11,1,1,11.17697809
1596,10,12,1,1,13.03686492
1597,10,13,1,1,3.23775549
1598,10,14,1,1,7.996830791
1599,10,15,1,1,9.676524882
1600,10,0,1,1,0
1601,10,1,2,1,0
1602,10,2,2,1,3.342369627
1603,10,3,2,1,23.70536277
1604,10,4,2,1,0
1605,10,5,2,1,0
1606,10,6,2,1,1.742923089
1607,10,7,2,1,0
1608,10,8,2,1,1.132043957
1609,10,9,2,1,4.889819476
1610,10,10,2,1,4.510171982
1611,10,11,2,1,34.38173794
1612,10,12,2,1,42.29478749
1613,10,13,2,1,0
1614,10,14,2,1,5.948041851
1615,10,15,2,1,8.970807298
1616,10,0,2,1,0
1617,10,1,3,1,0
1618,10,2,3,1,3.074612079
1619,10,3,3,1,14.24693951
1620,10,4,3,1,0
1621,10,5,3,1,0
1622,10,6,3,1,0.878081853
1623,10,7,3,1,0
1624,10,8,3,1,0.830867403
1625,10,9,3,1,2.902396599
1626,10,10,3,1,6.536001371
1627,10,11,3,1,46.5446166
1628,10,12,3,1,46.08846314
1629,10,13,3,1,0
1630,10,14,3,1,3.074693717
1631,10,15,3,1,5.085670913
1632,10,0,3,1,0
1633,12,1,1,1,18.46507819
1634,12,2,1,1,13.47157217
1635,12,3,1,1,37.38354754
1636,12,4,1,1,1.208332351
1637,12,5,1,1,39.67142934
1638,12,6,1,1,41.17834608
1639,12,7,1,1,10.30004263
1640,12,8,1,1,61.72597738
1641,12,9,1,1,62.91956913
1642,12,10,1,1,19.78619625
1643,12,11,1,1,23.5354934
1644,12,12,1,1,21.9180702
1645,12,13,1,1,47.96214472
1646,12,14,1,1,27.15198165
1647,12,15,1,1,76.45126838
1648,12,0,1,1,0
1649,12,1,2,1,0
1650,12,2,2,1,30.36311877
1651,12,3,2,1,31.86956379
1652,12,4,2,1,0.542497492
1653,12,5,2,1,14.09805788
1654,12,6,2,1,17.10738006
1655,12,7,2,1,3.019148584
1656,12,8,2,1,33.44114491
1657,12,9,2,1,35.15374563
1658,12,10,2,1,24.23900204
1659,12,11,2,1,43.49187499
1660,12,12,2,1,48.23965662
1661,12,13,2,1,14.0670777
1662,12,14,2,1,26.30947521
1663,12,15,2,1,35.92744664
1664,12,0,2,1,0
1665,12,1,3,1,12.90070345
1666,12,2,3,1,25.0144043
1667,12,3,3,1,42.53147932
1668,12,4,3,1,0.44794504
1669,12,5,3,1,12.94497014
1670,12,6,3,1,24.71545556
1671,12,7,3,1,2.841459947
1672,12,8,3,1,36.58244249
1673,12,9,3,1,64.13599101
1674,12,10,3,1,32.16531055
1675,12,11,3,1,51.64764803
1676,12,12,3,1,58.39892185
1677,12,13,3,1,13.37572764
1678,12,14,3,1,30.61273502
1679,12,15,3,1,47.66948987
1680,12,0,3,1,0
1681,14,1,1,1,9.055172217
1682,14,2,1,1,8.916453721
1683,14,3,1,1,8.674987339
1684,14,4,1,1,1.468935867
1685,14,5,1,1,2.627491811
1686,14,6,1,1,4.471163192
1687,14,7,1,1,6.90640733
1688,14,8,1,1,8.653540466
1689,14,9,1,1,10.22354965
1690,14,10,1,1,7.147436012
1691,14,11,1,1,9.80291595
1692,14,12,1,1,10.13794025
1693,14,13,1,1,3.031273928
1694,14,14,1,1,4.546819288
1695,14,15,1,1,8.546147234
1696,14,0,1,1,0
1697,14,1,2,1,7.131859569
1698,14,2,2,1,17.58389829
1699,14,3,2,1,26.35991815
1700,14,4,2,1,0
1701,14,5,2,1,0.665064231
1702,14,6,2,1,2.871965335
1703,14,7,2,1,0
1704,14,8,2,1,4.892554111
1705,14,9,2,1,8.121165956
1706,14,10,2,1,11.68964545
1707,14,11,2,1,24.97534285
1708,14,12,2,1,29.2582978
1709,14,13,2,1,0.894637207
1710,14,14,2,1,2.546576237
1711,14,15,2,1,7.473385241
1712,14,0,2,1,0
1713,14,1,3,1,9.967512853
1714,14,2,3,1,17.78386933
1715,14,3,3,1,18.90594075
1716,14,4,3,1,0
1717,14,5,3,1,2.785991996
1718,14,6,3,1,3.936030958
1719,14,7,3,1,3.462173057
1720,14,8,3,1,12.57060724
1721,14,9,3,1,12.67179243
1722,14,10,3,1,14.22488447
1723,14,11,3,1,19.78249574
1724,14,12,3,1,23.41994655
1725,14,13,3,1,6.131625875
1726,14,14,3,1,9.894361569
1727,14,15,3,1,12.53742021
1728,14,0,3,1,0
1729,8,1,1,2,9.616112883
1730,8,2,1,2,13.66496862
1731,8,3,1,2,11.85429164
1732,8,4,1,2,2.579332416
1733,8,5,1,2,16.4358293
1734,8,6,1,2,18.29616546
1735,8,7,1,2,2.889330361
1736,8,8,1,2,19.25650723
1737,8,9,1,2,19.42489921
1738,8,10,1,2,30.38899776
1739,8,11,1,2,38.88072897
1740,8,12,1,2,40.27887601
1741,8,13,1,2,11.94269708
1742,8,14,1,2,21.93776353
1743,8,15,1,2,23.04134387
1744,8,0,1,2,0
1745,8,1,2,2,10.309392
1746,8,2,2,2,32.25917309
1747,8,3,2,2,36.38251036
1748,8,4,2,2,0.321740184
1749,8,5,2,2,33.60384304
